epoch,loss,val_loss
0,0.013235695660114288,0.009490547701716423
1,0.008505531586706638,0.008573506958782673
2,0.007600243203341961,0.008186927996575832
3,0.007076291833072901,0.007293755188584328
4,0.00672305840998888,0.0067412094213068485
5,0.006471043918281794,0.006672187242656946
6,0.006288285832852125,0.006607637740671635
7,0.006148951128125191,0.0064542219042778015
8,0.006032980512827635,0.006230543367564678
9,0.005931486841291189,0.006092878524214029
10,0.0058451369404792786,0.006059416104108095
11,0.005766201298683882,0.006003244314342737
12,0.005693124141544104,0.005919784307479858
13,0.00562877906486392,0.0058520189486444
14,0.005572588182985783,0.0058225467801094055
15,0.0055215065367519855,0.005859675817191601
16,0.005298188887536526,0.005380197893828154
17,0.005281008780002594,0.005369352176785469
18,0.005269782617688179,0.005358431022614241
19,0.005259418860077858,0.005348998121917248
