epoch,loss,val_loss
0,0.007581786718219519,0.0034619071520864964
1,0.0030614074785262346,0.0026570858899503946
2,0.002488972619175911,0.0021050155628472567
3,0.0021590115502476692,0.002161760348826647
4,0.0019471117993816733,0.001752634416334331
5,0.001794849638827145,0.0017774963052943349
6,0.001676768995821476,0.001756801619194448
7,0.0015778542729094625,0.0017109449254348874
8,0.0013428431702777743,0.0013231944758445024
9,0.0013131436426192522,0.001290725776925683
10,0.0012779682874679565,0.001252823625691235
11,0.0012432679068297148,0.0012211009161546826
12,0.0012137036537751555,0.0011942499550059438
13,0.0011880507227033377,0.0011702198535203934
14,0.0011652574175968766,0.0011489061871543527
15,0.0011477012885734439,0.0011427990393713117
16,0.0011444053379818797,0.0011389683932065964
17,0.0011403789976611733,0.00113479804713279
18,0.0011361470678821206,0.0011305967345833778
19,0.0011331923305988312,0.0011297023156657815
