epoch,loss,val_loss
0,0.010946820490062237,0.008342068642377853
1,0.005731555167585611,0.006546510849148035
2,0.00426028948277235,0.005185417365282774
3,0.0038112830370664597,0.004972418770194054
4,0.0035365624353289604,0.005698638968169689
5,0.003358264220878482,0.005240810103714466
6,0.0032344020437449217,0.004230312537401915
7,0.0031371479853987694,0.004325654357671738
8,0.0030565415509045124,0.0039054022636264563
9,0.002986551495268941,0.0036004988942295313
10,0.002941364888101816,0.004331772681325674
11,0.002898075617849827,0.0037907131481915712
12,0.00285069877281785,0.0034347011242061853
13,0.002769778249785304,0.002924609463661909
14,0.002698336960747838,0.002746741520240903
15,0.0026654875837266445,0.002891134936362505
16,0.0026364794466644526,0.002653856761753559
17,0.002603100845590234,0.003028277540579438
18,0.0024126791395246983,0.0023966054432094097
19,0.002392660593613982,0.002390048699453473
20,0.0023769857361912727,0.0023748246021568775
21,0.0023637739941477776,0.002360528102144599
22,0.002350620226934552,0.002335331402719021
23,0.0023489207960665226,0.0023340508341789246
24,0.0023471429012715816,0.002332378178834915
25,0.0023453007452189922,0.0023302664048969746
26,0.002343466505408287,0.002325452398508787
27,0.0023432038724422455,0.0023252619430422783
28,0.0023430034052580595,0.0023250814992934465
29,0.002342796651646495,0.002324869856238365
30,0.002342591295018792,0.0023246242199093103
31,0.002342390362173319,0.002324421424418688
32,0.002342187101021409,0.002324230270460248
33,0.002341995481401682,0.0023240339942276478
34,0.0023417919874191284,0.002323865657672286
35,0.0023415908217430115,0.0023236458655446768
36,0.002341396640986204,0.0023234651889652014
37,0.002341206418350339,0.002323269611224532
38,0.002341008745133877,0.0023230419028550386
39,0.0023408173583447933,0.0023228630889207125
40,0.0023406222462654114,0.002322663087397814
41,0.002340429462492466,0.0023224784526973963
42,0.0023402355145663023,0.0023223126772791147
43,0.0023400483187288046,0.002322087762877345
44,0.0023398566991090775,0.0023219173308461905
45,0.002339669968932867,0.0023217119742184877
46,0.002339474856853485,0.002321530133485794
47,0.0023392948787659407,0.002321315463632345
48,0.0023391053546220064,0.002321116393432021
49,0.0023389169946312904,0.0023209687788039446
