epoch,loss,val_loss
0,0.015666551887989044,0.008876802399754524
1,0.007436891086399555,0.007544651627540588
2,0.006407970562577248,0.006019547116011381
3,0.00573321245610714,0.005518739577382803
4,0.00524120032787323,0.00518425228074193
5,0.004879713989794254,0.005111506674438715
6,0.004600298125296831,0.004574076272547245
7,0.004383588209748268,0.0045983451418578625
8,0.0042062378488481045,0.00406472384929657
9,0.004059018567204475,0.0039009354077279568
10,0.0039328536950051785,0.0038385819643735886
11,0.0038233459927141666,0.003715433180332184
12,0.003730122232809663,0.003597555449232459
13,0.003644991898909211,0.0035235676914453506
14,0.0035744349006563425,0.003523485502228141
15,0.0035114490892738104,0.00348023883998394
16,0.0034569876734167337,0.003398123662918806
17,0.003406787058338523,0.0033011443447321653
18,0.0033682743087410927,0.003392384387552738
19,0.0033286591060459614,0.003436656668782234
