epoch,loss,val_loss
0,0.011886673979461193,0.008233867585659027
1,0.00744763296097517,0.006989331915974617
2,0.006590394303202629,0.006451030727475882
3,0.006192291621118784,0.006171011831611395
4,0.005945168901234865,0.005973536986857653
5,0.005767251830548048,0.0058749159798026085
6,0.005640680901706219,0.005818197503685951
7,0.005541943479329348,0.005681287497282028
8,0.005460924003273249,0.005580087658017874
9,0.005390247795730829,0.0055198767222464085
10,0.005332327913492918,0.0054416959173977375
11,0.005284072831273079,0.005401288159191608
12,0.005243133753538132,0.0053754644468426704
13,0.005206957925111055,0.005355692468583584
14,0.004972808063030243,0.005088999401777983
15,0.00495150126516819,0.005077991634607315
16,0.004942362196743488,0.00507008470594883
17,0.004934900440275669,0.005062838084995747
18,0.0049004387110471725,0.005029501859098673
19,0.004897248465567827,0.005028116516768932
