epoch,loss,val_loss
0,0.014619617722928524,0.010054181329905987
1,0.009071912616491318,0.008408459834754467
2,0.007855718024075031,0.007611951325088739
3,0.007228704635053873,0.007108973804861307
4,0.00681702233850956,0.006736359558999538
5,0.006516683846712112,0.006500270217657089
6,0.00631239777430892,0.006337376777082682
7,0.006167025305330753,0.006228789687156677
8,0.006060369312763214,0.006099771708250046
9,0.005973819177597761,0.006066889967769384
10,0.005904946010559797,0.005962742026895285
11,0.005847069900482893,0.005910712759941816
12,0.0057949949987232685,0.005836661905050278
13,0.005746510811150074,0.00578952906653285
14,0.005703679285943508,0.0058355010114610195
15,0.005660336930304766,0.005743003450334072
16,0.0054700905457139015,0.005566693842411041
17,0.005456119775772095,0.005558436270803213
18,0.005448480602353811,0.005554641596972942
19,0.0054416293278336525,0.005548148415982723
